rdIndex,pepper,egg,water,salt,oil,soy sauce,onion,sugar,cream,flour,pork,beef,fish,chicken,sheep,lamb,meat
765,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
766,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
767,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
768,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
769,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
770,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
771,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
772,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
773,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
774,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
775,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
776,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
777,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
778,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
779,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
780,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
781,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
782,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
783,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
784,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
785,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
786,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
787,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
788,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
789,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
790,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
791,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
792,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
793,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
794,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
795,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
796,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
797,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
798,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
799,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
800,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
801,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1
802,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
803,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
804,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
805,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
806,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
807,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
808,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
809,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
810,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
811,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
812,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
813,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
814,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
817,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
818,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
819,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
820,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
821,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
822,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
823,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
824,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
825,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
826,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
827,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
828,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
830,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
831,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
832,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
834,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
835,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
836,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
837,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
838,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1
839,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
840,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
846,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
847,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
848,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
849,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
850,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
851,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
852,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
853,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1
854,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
855,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
856,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
857,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
858,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
859,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
860,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
